Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Date,Time,Payment,gross profit,Rating
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,11-08-2020,10:02,Ewallet,1.079,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,12-08-2020,11:21,Cash,4.942,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,13-08-2020,12:10,Ewallet,25.131,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,14-08-2020,11:40,Cash,8.01,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,15-08-2020,18:31,Credit card,21.565,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,16-08-2020,17:58,Cash,29.028,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,17-08-2020,17:04,Cash,16.11,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,18-08-2020,20:35,Credit card,9.777,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,19-08-2020,16:10,Credit card,8.315,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,20-08-2020,16:54,Ewallet,16.814,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,21-08-2020,10:11,Ewallet,17.185,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,22-08-2020,11:26,Ewallet,1.93,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,23-08-2020,20:29,Cash,26.388,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,24-08-2020,12:12,Cash,16.4,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,25-08-2020,13:05,Ewallet,9.285,5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,26-08-2020,16:19,,30.19,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,27-08-2020,19:48,Credit card,18.49,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,28-08-2020,15:25,Ewallet,9.898,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,29-08-2020,14:42,Cash,20.545,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,30-08-2020,18:59,Ewallet,7.43,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,31-08-2020,20:47,Cash,1.148,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,01-09-2020,13:21,Ewallet,34.956,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,02-09-2020,19:48,Ewallet,3.47,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,03-09-2020,18:20,Credit card,9.83,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,04-09-2020,20:24,Ewallet,10.128,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,05-09-2020,13:44,Credit card,6.06,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,06-09-2020,11:48,Ewallet,9.989,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,07-09-2020,14:14,Cash,30.368,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,08-09-2020,15:51,Cash,6.322,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,09-09-2020,11:17,Cash,27.072,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,10-09-2020,17:36,Cash,4.9065,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,11-09-2020,15:47,Cash,20.608,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,12-09-2020,15:53,Credit card,3.6985,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,13-09-2020,12:40,Ewallet,1.595,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,14-09-2020,19:48,Ewallet,6.94,9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,15-09-2020,17:53,Cash,9.331,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,16-09-2020,16:36,Credit card,4.4225,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,17-09-2020,20:54,Ewallet,9.672,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,18-09-2020,12:50,Cash,7.275,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,19-09-2020,10:48,Credit card,25.215,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,20-09-2020,14:28,Cash,15.3225,7
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,21-09-2020,17:15,Credit card,4.785,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,22-09-2020,18:03,Credit card,31.759,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,23-09-2020,17:29,Ewallet,10.7275,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,24-09-2020,18:05,Ewallet,18.998,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,25-09-2020,12:07,Cash,34.8425,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,26-09-2020,19:49,Credit card,20.4365,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,27-09-2020,15:52,Ewallet,2.5735,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,28-09-2020,16:48,Ewallet,13.715,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,29-09-2020,20:46,,9.8475,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,30-09-2020,18:14,Ewallet,3.473,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,01-10-2020,15:05,Credit card,17.98,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,02-10-2020,10:34,Credit card,6.8565,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,03-10-2020,11:23,Cash,24.951,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,04-10-2020,13:55,Credit card,11.232,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,05-10-2020,11:43,Cash,6.287,5
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,06-10-2020,14:36,Credit card,24.513,8
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,07-10-2020,16:03,Ewallet,22.8525,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,08-10-2020,20:03,Credit card,7.842,9
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,09-10-2020,14:55,Ewallet,5.986,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,10-10-2020,11:28,Credit card,27.18,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,11-10-2020,19:41,Cash,44.1405,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,12-10-2020,19:01,Ewallet,7.629,7
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,13-10-2020,18:04,Credit card,34.672,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,14-10-2020,19:20,Ewallet,11.475,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,15-10-2020,10:31,Ewallet,7.3395,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,16-10-2020,13:28,Ewallet,7.08,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,17-10-2020,11:36,Ewallet,5.8345,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,18-10-2020,11:32,Credit card,3.698,5
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,19-10-2020,11:44,Ewallet,4.897,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,20-10-2020,17:16,Credit card,14.61,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,21-10-2020,18:43,Ewallet,26.244,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,22-10-2020,11:00,Ewallet,4.602,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,23-10-2020,10:30,Credit card,3.794,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,24-10-2020,12:14,Credit card,4.036,5
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,25-10-2020,16:43,,5.631,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,26-10-2020,20:40,Credit card,3.56,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,27-10-2020,13:40,Ewallet,7.762,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,28-10-2020,16:23,Ewallet,14.71,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,29-10-2020,12:08,Credit card,27.4275,6
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,30-10-2020,17:45,Cash,12.885,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,31-10-2020,10:28,Cash,19.818,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,01-11-2020,20:31,Ewallet,8.5905,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,02-11-2020,10:49,Cash,24.4395,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,03-11-2020,12:34,Cash,26.208,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,04-11-2020,10:23,Credit card,6.663,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,05-11-2020,18:51,Cash,6.762,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,06-11-2020,13:45,Credit card,5.622,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,07-11-2020,19:38,Cash,7.204,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,08-11-2020,20:23,Ewallet,49.26,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,09-11-2020,15:24,Ewallet,12.498,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10-11-2020,16:54,Ewallet,10.863,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,11-11-2020,12:32,Cash,9.711,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,12-11-2020,15:42,Credit card,44.6,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,13-11-2020,13:58,Ewallet,16.968,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,14-11-2020,15:08,Ewallet,22.353,5
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,15-11-2020,13:02,Cash,9.925,9
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,16-11-2020,13:01,Credit card,40.605,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,17-11-2020,16:40,Credit card,24.665,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,18-11-2020,13:55,Cash,29.583,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,19-11-2020,10:33,Credit card,27.951,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,20-11-2020,16:42,Ewallet,25.893,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,21-11-2020,17:16,Credit card,20.51,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,22-11-2020,11:48,Cash,13.335,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,23-11-2020,19:35,Ewallet,3.5455,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,24-11-2020,19:55,Credit card,7.239,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,25-11-2020,14:33,Credit card,21.4775,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,26-11-2020,19:49,Ewallet,28.4585,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,27-11-2020,18:43,Cash,12.06,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,28-11-2020,14:43,Ewallet,6.354,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,29-11-2020,13:54,Cash,12.854,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,30-11-2020,12:15,Ewallet,6.951,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,01-12-2020,12:37,Cash,4.083,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,02-12-2020,19:54,Cash,15.536,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,03-12-2020,15:06,Credit card,9.298,8
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,04-12-2020,18:03,Credit card,3.616,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,05-12-2020,15:58,Ewallet,9.459,7
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,06-12-2020,13:53,Credit card,10.342,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,07-12-2020,14:03,Cash,7.851,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,08-12-2020,16:38,Ewallet,10.765,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,09-12-2020,11:07,Cash,29.805,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,10-12-2020,12:23,Cash,3.655,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,11-12-2020,10:54,Credit card,13.959,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,12-12-2020,17:38,Ewallet,8.484,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,13-12-2020,14:13,Cash,2.279,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,14-12-2020,11:51,Ewallet,11.28,4.8
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,15-12-2020,13:05,Cash,14.52,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,16-12-2020,11:30,Credit card,2.223,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,17-12-2020,13:30,Credit card,7.83,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,18-12-2020,19:11,Ewallet,20.997,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,19-12-2020,18:53,Cash,9.2125,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,20-12-2020,14:22,Ewallet,7.032,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,21-12-2020,17:16,Ewallet,4.154,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,22-12-2020,10:06,Credit card,3.2495,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,23-12-2020,20:35,Ewallet,38.78,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,24-12-2020,13:54,Ewallet,16.353,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,25-12-2020,20:08,Cash,18.1615,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,26-12-2020,15:26,Cash,6.35,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,27-12-2020,12:56,Ewallet,18.7775,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,28-12-2020,19:16,Credit card,9.958,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,29-12-2020,12:20,Ewallet,1.5305,5.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,30-12-2020,10:37,Ewallet,5.789,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,31-12-2020,10:18,Credit card,1.448,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,01-01-2021,11:23,Cash,44.5365,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,02-01-2021,11:45,Cash,13.983,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,03-01-2021,16:08,Credit card,4.0465,9
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,04-01-2021,11:25,Ewallet,33.725,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,05-01-2021,12:24,Ewallet,17.424,4.2
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,06-01-2021,19:51,Cash,21.78,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,07-01-2021,18:10,Ewallet,21.9775,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,08-01-2021,11:22,Credit card,29.559,4
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,09-01-2021,17:55,Ewallet,13.038,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10-01-2021,15:30,Credit card,10.752,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,11-01-2021,19:44,Cash,4.5805,9.8
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,12-01-2021,15:27,Credit card,33.1065,4.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,13-01-2021,11:25,Credit card,41.625,4.4
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,14-01-2021,15:42,Cash,4.5675,6.8
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,15-01-2021,16:04,Cash,7.888,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,16-01-2021,12:37,Ewallet,6.087,8.7
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,17-01-2021,14:41,Cash,41.29,5
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,18-01-2021,14:19,Ewallet,7.995,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,19-01-2021,18:19,Credit card,0.6045,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,20-01-2021,14:08,Credit card,32.095,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,21-01-2021,16:38,Ewallet,11.7465,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,22-01-2021,10:54,Credit card,8.377,7
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,23-01-2021,11:29,Ewallet,14.955,4.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,24-01-2021,19:28,Credit card,11.9865,5
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,25-01-2021,15:01,Credit card,33.235,5
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,26-01-2021,20:31,Credit card,10.1325,6
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,27-01-2021,12:16,Cash,2.31,6.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,28-01-2021,15:27,Cash,4.4075,8.5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,29-01-2021,17:36,Ewallet,7.863,7.5
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,30-01-2021,20:00,Ewallet,14.8185,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,31-01-2021,15:29,Ewallet,35.42,4.7
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,01-02-2021,15:08,Ewallet,5.567,6
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,02-02-2021,19:26,Credit card,29.008,4
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,03-02-2021,15:53,Ewallet,3.0125,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,04-02-2021,18:43,Ewallet,8.712,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,05-02-2021,14:58,Cash,21.063,7.4
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,06-02-2021,19:55,Cash,1.6815,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,07-02-2021,15:10,Cash,1.549,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,08-02-2021,16:44,Cash,12.37,7.1
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,09-02-2021,18:22,Ewallet,18.915,7.8
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,10-02-2021,11:52,Cash,16.743,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,11-02-2021,17:24,Cash,36.39,7.3
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,12-02-2021,15:31,Ewallet,16.794,5.1
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,13-02-2021,18:04,Credit card,12.036,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,14-02-2021,14:13,Credit card,2.3535,5.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,15-02-2021,10:23,Credit card,4.9845,8
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,16-02-2021,10:11,Ewallet,13.2225,7.9
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,17-02-2021,15:48,Cash,6.9825,5.9
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,18-02-2021,17:46,Credit card,2.7725,4.9
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,19-02-2021,11:46,Cash,6.4455,9.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,20-02-2021,12:07,Credit card,5.999,7.9
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,21-02-2021,18:14,Credit card,17.625,5.9
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,22-02-2021,14:45,Credit card,43.55,9.9
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,23-02-2021,11:39,Cash,9.88,7.7
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,24-02-2021,15:44,Ewallet,9.726,7.6
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,25-02-2021,13:06,Ewallet,8.661,7.7
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,26-02-2021,20:43,Ewallet,3.594,6.4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,27-02-2021,14:19,Ewallet,14.313,4.4
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,28-02-2021,10:01,Credit card,4.062,4.1
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,01-03-2021,19:30,Ewallet,28.02,4.4
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,02-03-2021,16:34,Cash,9.34,5.5
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,03-03-2021,13:10,Ewallet,11.0115,4
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,04-03-2021,17:10,Credit card,13.456,9.3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,05-03-2021,10:22,Credit card,22.74,4.8
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,06-03-2021,19:57,Cash,8.377,4.6
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,07-03-2021,19:29,Credit card,22.428,7.3
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,08-03-2021,18:30,Cash,14.694,6
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,09-03-2021,14:27,Ewallet,29.475,8.1
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,10-03-2021,13:57,Ewallet,14.55,9.4
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,11-03-2021,19:43,Cash,1.974,6.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,12-03-2021,10:11,Credit card,1.7405,7
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,13-03-2021,13:46,Ewallet,14.796,7.1
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,14-03-2021,12:22,Ewallet,2.148,6.6
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,15-03-2021,19:20,Ewallet,6.924,4.9
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,16-03-2021,12:58,Credit card,4.91,6.4
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,17-03-2021,11:59,Credit card,6.483,8
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,18-03-2021,17:59,Cash,31.78,4.3
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,19-03-2021,12:51,Cash,7.288,6.1
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,20-03-2021,10:36,Cash,10.065,7.5
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,21-03-2021,13:38,Cash,31.5855,6.7
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,22-03-2021,19:39,Ewallet,19.264,5.2
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,23-03-2021,12:44,Cash,24.315,8.8
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,24-03-2021,13:56,Cash,25.683,9.5
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,25-03-2021,14:42,Cash,23.67,7.6
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,26-03-2021,19:45,Cash,21.8425,6.6
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,27-03-2021,20:26,Ewallet,5.408,6.9
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,28-03-2021,19:46,Ewallet,12.438,4.3
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,29-03-2021,19:38,Credit card,31.311,7.8
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,30-03-2021,16:18,Ewallet,48.75,8
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,31-03-2021,12:23,Ewallet,24.164,9.6
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,01-04-2021,19:11,Credit card,4.848,4.3
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,02-04-2021,18:57,Credit card,9.885,5
